…vreux,18368,…vreux,18648,…vreux,18261,Thonon-les-Bains,22543,Bourg-en-Bresse,25991,Saint-Just-Saint-Rambert,28785,Cholet,37614,Cholet,55428,Menton,59198,PÈrigueux,62073,Draguignan,64349,Vichy,64977
Haguenau,18087,Menton,17126,Vichy,17576,Albi,22481,Menton,25411,…vreux,28778,Beauvais,36584,Charleville-MÈziËres,55403,Cholet,58632,Bergerac,61789,…pinal,64119,Ajaccio,64432
Romans-sur-IsËre,17146,Romans-sur-IsËre,17032,Creil,17263,Bergerac,22283,Bergerac,25337,Vannes,28476,Blois,36407,Salon-de-Provence,55201,Cluses,57198,Cluses,61719,Montauban,64039,Bastia,63483
CompiËgne,16539,CompiËgne,16831,Bergerac,17049,Boulogne-sur-Mer,21354,CompiËgne,24783,FrÈjus,28454,Bourg-en-Bresse,35672,Bourg-en-Bresse,54688,Bergerac,56919,Romans-sur-IsËre,61452,Saint-Omer,63754,Bergerac,62941
Bergerac,15989,Vichy,16551,CompiËgne,16213,Brest,20333,…pinal,23485,Menton,28224,Agen,35267,Calais,53807,Bastia,56084,…pinal,60135,Bergerac,60336,…pinal,62867
Annecy,15414,Bergerac,16135,Haguenau,15806,Saint-Quentin,20119,Beauvais,23288,Chartres,28109,…pinal,34811,Ajaccio,52464,Vannes,56073,Ch‚teauroux,58949,…vreux,60108,Nevers,62579
Draguignan,14597,Annecy,15680,Annecy,15037,Salon-de-Provence,19595,Romans-sur-IsËre,22236,Meaux,26867,Saint-Just-Saint-Rambert,34576,Saint-Omer,51743,Beauvais,55817,Ajaccio,58614,Ch‚lons-en-Champagne,60013,Charleville-MÈziËres,62096
Menton,13964,Draguignan,14584,Salon-de-Provence,14901,Saint-Just-Saint-Rambert,19357,…vreux,20481,Bastia,26787,Vannes,34064,Quimper,51444,Meaux,55192,Bourg-en-Bresse,57968,Thonon-les-Bains,59774,Saint-Omer,61861
Meaux,13767,Salon-de-Provence,14128,Draguignan,14565,Haguenau,18705,Quimper,19052,Romans-sur-IsËre,23668,Ajaccio,33687,Colmar,51148,…vreux,54654,Bastia,57704,Beauvais,59003,…vreux,61551
Salon-de-Provence,12941,Meaux,13587,FrÈjus,14235,Ch‚teauroux,18320,Saint-Omer,18113,Draguignan,22619,Bastia,31415,Niort,50567,Ajaccio,54089,ArmentiËres,56864,Cholet,57710,La Teste-de-Buch - Arcachon,59774
Creil,9166,La Teste-de-Buch - Arcachon,10289,Annemasse,14208,Chartres,17949,Saint-Just-Saint-Rambert,17894,Salon-de-Provence,19538,Romans-sur-IsËre,27706,Laval,49065,Bourg-en-Bresse,53463,Agen,55878,Bourg-en-Bresse,57198,Beauvais,59016
La Teste-de-Buch - Arcachon,8373,Creil,10194,Meaux,13563,…pinal,17801,Haguenau,17332,Ch‚teauroux,19491,Meaux,23357,La Teste-de-Buch - Arcachon,47296,Romans-sur-IsËre,48965,Cholet,55784,Bastia,55602,Haguenau,58937
Forbach,8257,Forbach,10154,Cluses,12955,Menton,17544,Salon-de-Provence,15854,Agen,19306,Salon-de-Provence,22670,Ch‚teauroux,43965,Thonon-les-Bains,47383,Laval,53805,Haguenau,54537,Bourg-en-Bresse,58356
Bourgoin-Jallieu,7309,FrÈjus,8736,Romans-sur-IsËre,12569,Beauvais,15293,La Teste-de-Buch - Arcachon,14678,…pinal,17637,Haguenau,21893,Thonon-les-Bains,43723,Haguenau,46942,Salon-de-Provence,51267,La Teste-de-Buch - Arcachon,54204,Cholet,58007
Thonon-les-Bains,6345,Annemasse,7334,La Teste-de-Buch - Arcachon,11493,Bastia,14536,Meaux,14272,Niort,16801,Saint-Omer,20978,Vannes,42882,Draguignan,46797,Thonon-les-Bains,50621,Saint-Just-Saint-Rambert,54034,Ch‚lons-en-Champagne,57764
Saint-Just-Saint-Rambert,5842,Bourgoin-Jallieu,7100,Saint-Just-Saint-Rambert,7829,Bourg-en-Bresse,13883,Thonon-les-Bains,13235,Cholet,15038,Thonon-les-Bains,18516,Menton,39512,Salon-de-Provence,44606,Haguenau,48894,Ajaccio,52930,Saint-Just-Saint-Rambert,57629
FrÈjus,4204,Saint-Just-Saint-Rambert,6547,Thonon-les-Bains,6344,Laval,13880,Saint-Nazaire,11823,Ch‚lons-en-Champagne,14044,Bourgoin-Jallieu,16529,ArmentiËres,37195,Saint-Just-Saint-Rambert,43377,Draguignan,47141,Romans-sur-IsËre,52715,Salon-de-Provence,54858
Annemasse,2844,Thonon-les-Bains,6313,Cholet,4600,…vreux,11948,Draguignan,11808,Quimper,13485,Draguignan,16147,Meaux,35389,La Teste-de-Buch - Arcachon,42877,…vreux,45331,Salon-de-Provence,50017,Romans-sur-IsËre,54758
Cluses,2268,Cluses,5532,Bourgoin-Jallieu,1400,Agen,6333,Bourgoin-Jallieu,8600,Saint-Omer,13445,La Teste-de-Buch - Arcachon,15872,Draguignan,30578,Bourgoin-Jallieu,32994,Saint-Just-Saint-Rambert,38538,Bourgoin-Jallieu,46868,Bourgoin-Jallieu,52225
